2	21	2013	5	8	10	13	35	45
2	18	2013	2	6	16	29	32	45
2	14	2013	9	14	18	25	33	41
2	11	2013	2	15	22	38	39	47
2	7	2013	19	20	25	43	44	46
2	4	2013	17	26	27	31	41	43
1	31	2013	7	22	25	31	33	37
1	28	2013	2	20	21	34	37	42
1	24	2013	2	19	26	33	36	45
1	21	2013	4	16	24	26	28	31
1	17	2013	1	25	40	42	45	46
1	14	2013	2	6	11	13	43	47
1	10	2013	6	17	29	31	41	45
1	7	2013	6	10	17	32	34	39
1	3	2013	4	8	11	12	13	25
12	31	2012	2	31	34	36	37	38
12	27	2012	5	16	32	34	37	44
12	24	2012	10	23	28	29	35	47
12	20	2012	7	19	20	24	38	40
12	17	2012	22	24	29	30	33	47
12	13	2012	1	19	29	40	45	47
12	10	2012	12	14	18	37	43	46
12	6	2012	2	9	16	21	26	32
12	3	2012	2	16	17	35	39	47
11	29	2012	5	7	14	15	22	35
11	26	2012	17	19	27	35	40	44
11	22	2012	1	7	17	18	20	23
11	19	2012	2	7	11	20	33	41
11	15	2012	6	7	15	32	37	40
11	12	2012	8	33	34	36	41	42
11	8	2012	1	3	10	11	30	46
11	5	2012	4	17	20	27	39	47
11	1	2012	10	12	16	23	39	46
10	29	2012	3	13	19	22	24	42
10	25	2012	10	12	23	30	37	45
10	22	2012	9	21	31	36	39	40
10	18	2012	11	19	31	33	34	37
10	15	2012	7	11	35	36	37	39
10	11	2012	3	15	28	35	41	45
10	8	2012	1	8	14	23	38	46
10	4	2012	6	10	18	27	29	30
10	1	2012	12	23	24	26	33	37
9	27	2012	1	2	3	19	30	35
9	24	2012	1	12	14	22	33	40
9	20	2012	3	20	25	27	32	38
9	17	2012	5	8	14	39	42	43
9	13	2012	6	10	13	22	27	35
9	10	2012	9	13	15	21	30	36
9	6	2012	2	25	28	30	32	43
9	3	2012	18	31	32	34	39	44
8	30	2012	15	25	26	30	45	46
8	27	2012	5	18	21	27	40	44
8	23	2012	5	24	29	31	43	45
8	20	2012	3	12	22	24	34	41
8	16	2012	3	11	22	32	35	47
8	13	2012	1	8	33	37	39	42
8	9	2012	20	26	29	34	40	44
8	6	2012	1	9	10	12	20	43
8	2	2012	8	22	23	37	39	44
7	30	2012	2	4	9	12	17	36
7	26	2012	7	21	27	28	41	44
7	23	2012	2	24	36	38	39	44
7	19	2012	3	11	13	16	41	44
7	16	2012	17	18	20	22	40	41
7	12	2012	1	2	8	11	26	35
7	9	2012	3	9	10	27	32	40
7	5	2012	12	13	20	23	24	46
7	2	2012	1	4	9	33	34	36
6	28	2012	10	25	31	32	39	47
6	25	2012	1	18	19	24	25	33
6	21	2012	1	13	14	32	35	36
6	18	2012	3	17	18	20	33	43
6	14	2012	3	6	13	20	37	40
6	11	2012	3	31	32	34	41	47
6	7	2012	7	14	15	18	22	38
6	4	2012	10	22	29	31	43	45
5	31	2012	1	5	19	21	27	40
5	28	2012	3	13	25	26	37	44
5	24	2012	9	20	23	33	37	46
5	21	2012	6	21	23	41	44	47
5	17	2012	2	11	25	34	40	45
5	14	2012	2	34	37	39	45	47
5	10	2012	5	11	17	25	28	41
5	7	2012	3	11	16	29	35	38
5	3	2012	30	35	36	37	40	43
4	30	2012	1	10	11	21	27	44
4	26	2012	2	10	20	24	34	43
4	23	2012	2	4	6	19	37	44
4	19	2012	13	21	23	30	36	42
4	16	2012	5	17	19	27	39	46
4	12	2012	6	13	15	23	28	38
4	9	2012	9	16	28	33	39	46
4	5	2012	9	10	12	38	40	43
4	2	2012	4	6	9	28	29	47
3	29	2012	8	12	15	32	40	47
3	26	2012	7	11	13	19	20	47
3	22	2012	25	28	37	42	46	47
3	19	2012	20	25	32	34	36	40
3	15	2012	8	11	12	22	46	47
3	12	2012	11	22	27	29	32	45
3	8	2012	2	9	12	25	26	42
3	5	2012	21	28	32	39	41	42
3	1	2012	2	24	25	34	38	45
2	27	2012	6	21	25	40	42	44
2	23	2012	13	16	38	39	43	45
2	20	2012	18	21	23	26	30	44
2	16	2012	3	5	9	19	24	44
2	13	2012	7	14	19	28	30	43
2	9	2012	10	20	21	32	34	38
2	6	2012	16	27	35	36	44	45
2	2	2012	3	6	43	44	46	47
1	30	2012	13	14	23	30	40	42
1	26	2012	1	3	10	16	17	35
1	23	2012	1	12	13	14	19	45
1	19	2012	5	28	31	35	38	39
1	16	2012	6	29	38	39	43	45
1	12	2012	6	9	11	15	21	45
1	9	2012	6	21	25	35	42	46
1	5	2012	2	20	23	26	41	47
1	2	2012	11	12	17	38	41	44
12	29	2011	1	4	12	19	21	44
12	26	2011	11	15	19	36	41	45
12	22	2011	1	8	11	16	17	20
12	19	2011	9	16	18	19	21	35
12	15	2011	15	31	34	40	41	44
12	12	2011	3	6	18	25	37	47
12	8	2011	2	3	15	18	30	34
12	5	2011	3	12	16	26	33	47
12	1	2011	12	19	22	23	31	36
11	28	2011	13	17	24	27	36	37
11	24	2011	13	17	18	29	36	46
11	21	2011	4	14	24	34	38	39
11	17	2011	5	11	17	22	42	46
11	14	2011	3	6	13	18	19	27
11	10	2011	19	20	28	32	34	36
11	7	2011	3	5	19	28	31	33
11	3	2011	15	16	18	26	30	41
10	31	2011	3	5	20	24	32	34
10	27	2011	4	17	22	26	40	42
10	24	2011	3	8	19	24	28	39
10	20	2011	2	12	13	20	45	46
10	17	2011	23	33	40	45	46	47
10	13	2011	2	13	23	26	38	44
10	10	2011	7	13	14	18	28	40
10	6	2011	3	10	22	23	32	37
10	3	2011	16	21	22	36	42	45
9	29	2011	1	4	5	11	17	35
9	26	2011	4	7	10	11	36	44
9	22	2011	7	18	19	36	39	43
9	19	2011	4	9	13	23	29	37
9	15	2011	1	9	25	26	32	46
9	12	2011	4	10	15	22	38	46
9	8	2011	2	7	9	36	40	42
9	5	2011	4	14	19	29	30	35
9	1	2011	3	8	35	38	42	43
8	29	2011	13	21	28	30	32	40
8	25	2011	3	12	18	31	32	34
8	22	2011	1	7	21	34	39	42
8	18	2011	16	19	32	33	41	42
8	15	2011	1	6	9	18	25	36
8	11	2011	3	4	12	16	24	30
8	8	2011	14	28	33	36	39	45
8	4	2011	7	8	18	25	30	46
8	1	2011	18	19	33	35	39	47
7	28	2011	26	29	32	33	41	46
7	25	2011	8	14	22	27	33	40
7	21	2011	3	10	13	17	20	25
7	18	2011	15	18	26	36	40	46
7	14	2011	4	5	7	39	41	44
7	11	2011	6	20	22	32	43	45
7	7	2011	1	13	23	26	29	39
7	4	2011	8	10	17	23	33	37
6	30	2011	6	7	11	21	25	44
6	27	2011	14	36	39	40	43	47
6	23	2011	16	17	23	25	27	28
6	20	2011	9	19	22	26	43	46
6	16	2011	5	13	19	27	28	43
6	13	2011	3	13	16	22	25	35
6	9	2011	4	7	23	24	26	38
6	6	2011	2	8	13	17	41	44
6	2	2011	11	19	20	31	37	42
5	30	2011	1	6	9	14	32	42
5	26	2011	5	15	16	18	25	29
5	23	2011	25	33	36	37	44	45
5	19	2011	6	7	14	22	29	36
5	16	2011	7	32	36	37	38	45
5	12	2011	3	15	17	21	36	38
5	9	2011	1	10	11	18	27	40
5	5	2011	10	12	18	21	34	37
5	2	2011	9	13	25	27	30	39
4	28	2011	7	8	13	19	24	45
4	25	2011	4	14	23	26	33	43
4	21	2011	9	13	30	31	41	47
4	18	2011	1	2	7	13	26	47
4	14	2011	10	11	12	15	23	37
4	11	2011	2	4	13	19	23	26
4	7	2011	7	9	28	34	37	42
4	4	2011	5	15	26	28	46	47
3	31	2011	7	8	18	24	44	45
3	28	2011	13	20	21	29	30	42
3	24	2011	2	11	23	28	38	45
3	21	2011	2	6	11	18	27	29
3	17	2011	4	9	17	21	22	29
3	14	2011	6	11	14	17	24	47
3	10	2011	2	11	17	22	27	47
3	7	2011	11	21	24	27	44	45
3	3	2011	13	17	25	26	35	44
2	28	2011	2	10	13	18	22	43
2	24	2011	8	24	27	35	41	43
2	21	2011	1	30	32	38	43	45
2	17	2011	9	10	28	35	39	43
2	14	2011	10	11	16	18	36	43
2	10	2011	14	16	20	23	43	44
2	7	2011	8	12	20	22	40	44
2	3	2011	7	11	22	30	35	40
